ID,Date,Location_ID,Hydrologic,Parameter,Fraction,Value,Units,Method_name,Method_source
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,0.8,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,102,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,103,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,29.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,7.02,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,6.79,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,1.82,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,11.3,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,21.3,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,84.1,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,84.6,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,136,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,134,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,2840,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000783,6/4/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.18,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage","Temperature, water",,8.1,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.4,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,0.9,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,124,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,131,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,38.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,8.56,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,9.61,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,1.86,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,17.7,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,22.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,104,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,103,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,187,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,173,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,6910,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900958,4/4/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.25,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000147,11/1/2019,USGS-01646580,Falling stage,"Temperature, water",,15.4,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000147,11/1/2019,USGS-01646580,Falling stage,pH,Total,8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,"Temperature, water",,14.9,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,pH,Total,7.7,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Carbon dioxide,Total,3.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Bicarbonate,Dissolved,101,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,"Hardness, Ca, Mg",,104,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Calcium,Dissolved,30.9,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Magnesium,Dissolved,6.55,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Sodium,Dissolved,8.12,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Potassium,Dissolved,2.2,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Chloride,Dissolved,12.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Sulfate,Dissolved,17.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Alkalinity,Dissolved,82.1,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Alkalinity,Dissolved,83.4,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,151,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,142,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,20300,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901174,5/14/2019,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,0.2,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100174,12/30/2020,USGS-01646580,Falling stage,"Temperature, water",,4.6,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100174,12/30/2020,USGS-01646580,Falling stage,pH,Total,7.4,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage","Temperature, water",,29.6,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,99.7,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,109,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,30.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,7.94,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,10.2,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,2.5,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,17.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,20.3,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,87.1,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,82.7,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,155,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,149,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,1310,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000948,7/9/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.21,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100011,10/6/2020,USGS-01646580,"Stable, normal stage","Temperature, water",,18,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100011,10/6/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.4,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100011,10/6/2020,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,0.8,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100011,10/6/2020,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,141,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02100011,10/6/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,117,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000493,2/10/2020,USGS-01646580,Peak stage,"Temperature, water",,6.7,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000493,2/10/2020,USGS-01646580,Peak stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage","Temperature, water",,17.3,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",pH,Total,7.9,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Carbon dioxide,Total,2.4,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Bicarbonate,Dissolved,111,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage","Hardness, Ca, Mg",,123,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Calcium,Dissolved,36.1,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Magnesium,Dissolved,7.91,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Sodium,Dissolved,8.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Potassium,Dissolved,1.91,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Chloride,Dissolved,13.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Sulfate,Dissolved,22.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Alkalinity,Dissolved,90.7,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Alkalinity,Dissolved,92,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Total dissolved solids,Dissolved,7330,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Total dissolved solids,Dissolved,0.23,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Total dissolved solids,Dissolved,172,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901128,5/2/2019,USGS-01646580,"Stable, high stage",Total dissolved solids,Dissolved,158,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000543,1/27/2020,USGS-01646580,Peak stage,"Temperature, water",,5.1,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000543,1/27/2020,USGS-01646580,Peak stage,pH,Total,7.9,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000927,6/23/2020,USGS-01646580,Falling stage,"Temperature, water",,27.1,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000927,6/23/2020,USGS-01646580,Falling stage,pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000734,4/29/2020,USGS-01646580,Rising stage,"Temperature, water",,13,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000734,4/29/2020,USGS-01646580,Rising stage,pH,Total,7.7,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage","Temperature, water",,11.6,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",pH,Total,8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.1,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,75.2,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,86.3,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,25.1,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,5.73,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,6.39,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,1.47,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,10.4,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,19.2,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,65.1,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,62,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,115,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,116,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,4560,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000690,4/22/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.16,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage","Temperature, water",,8.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,103,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage","Hardness, Ca, Mg",,123,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Calcium,Dissolved,35.6,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Magnesium,Dissolved,8.15,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Sodium,Dissolved,10,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Potassium,Dissolved,1.88,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Chloride,Dissolved,17.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Sulfate,Dissolved,25.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,91.2,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,85.2,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,168,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,159,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,3660,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000558,3/5/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,0.23,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001084,9/4/2020,USGS-01646580,Peak stage,"Temperature, water",,26.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02001084,9/4/2020,USGS-01646580,Peak stage,pH,Total,8.2,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,"Temperature, water",,14.3,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,pH,Total,8.1,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Carbon dioxide,Total,2.1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Bicarbonate,Dissolved,74.5,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,"Hardness, Ca, Mg",,87.2,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Calcium,Dissolved,24.6,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Magnesium,Dissolved,6.23,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Sodium,Dissolved,8.69,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Potassium,Dissolved,2.01,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
