OrgID,OrgName,ActivityType,ActivityMedia,StartDate,StartTime,LocationID,HydrologicCondition,HydrologicEvent,lat,lon,CollectionEquipment,Result Name,ResultType,ResultValue,ResultUnit
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/1/2016,8:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,131,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/12/2016,7:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,12.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/12/2016,7:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,0.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/12/2016,7:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,156,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,23:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,23:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,45.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,23:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,17.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,10:00:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,7.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,10:00:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,69.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,10:00:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,99.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,16:05:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,8.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,16:05:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,22.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,16:05:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,18.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,11:40:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,10.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,11:40:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,7.23,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/30/2016,11:40:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,34.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/5/2016,9:05:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/5/2016,9:05:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.12,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/5/2016,9:05:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,153,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,20:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,8.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,20:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,228,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,20:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,21.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/23/2016,11:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,12.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/23/2016,11:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,2.52,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/23/2016,11:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,221,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,21:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,21:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,51.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,21:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,19.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/28/2016,11:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/28/2016,11:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,16.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/28/2016,11:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,82.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/29/2016,6:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/29/2016,6:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,4.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/29/2016,6:35:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,20.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/16/2016,23:00:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/16/2016,23:00:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,38.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/3/2016,4:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/3/2016,4:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,5.32,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/3/2016,4:00:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,33,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/19/2016,15:35:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,8.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/19/2016,15:35:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,0.34,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/19/2016,15:35:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,84.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,9:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,10.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,9:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,100,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,9:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.32,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2016,9:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,66.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,15:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,7.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,15:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,60.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,15:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,33.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/15/2016,22:50:00,USGS-01649190,Falling stage,Routine sample,,,"Sampler, point, automatic",Oxygen,Dissolved,8.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/15/2016,22:50:00,USGS-01649190,Falling stage,Routine sample,,,"Sampler, point, automatic",Carbon,Suspended,14,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/15/2016,22:50:00,USGS-01649190,Falling stage,Routine sample,,,"Sampler, point, automatic",Chloride,Dissolved,13.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/3/2016,14:30:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,12.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/3/2016,14:30:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,62.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/3/2016,14:30:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,128,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,14:40:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,7.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,14:40:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,116,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/21/2016,14:40:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,106,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2016,10:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,12.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2016,10:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.17,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2016,10:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,174,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/5/2016,10:30:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,14.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/5/2016,10:30:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.13,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/5/2016,10:30:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,152,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,19:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,19:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,2.54,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,19:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,81.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,10:00:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,8.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,10:00:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,95,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,10:00:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.16,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,10:00:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,105,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,15:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,10.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,15:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,30.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,15:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,33.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/4/2017,9:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,11.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/4/2017,9:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,92,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/4/2017,9:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.12,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/4/2017,9:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,190,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/5/2017,8:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/5/2017,8:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,97.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/5/2017,8:25:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,12.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2017,8:55:00,USGS-01650800,Falling stage,Routine sample,,,US DH-81,Oxygen,Dissolved,10.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2017,8:55:00,USGS-01650800,Falling stage,Routine sample,,,US DH-81,Oxygen,Dissolved,102,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2017,8:55:00,USGS-01650800,Falling stage,Routine sample,,,US DH-81,Carbon,Suspended,0.75,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/4/2017,8:55:00,USGS-01650800,Falling stage,Routine sample,,,US DH-81,Chloride,Dissolved,128,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,18:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,8.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,18:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,16.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,18:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,82.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/3/2017,9:50:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,9.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/3/2017,9:50:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,92,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/3/2017,9:50:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.06,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/3/2017,9:50:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,90,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/30/2017,4:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,10.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/30/2017,4:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,1.42,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/30/2017,4:30:00,USGS-01649190,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,34.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,12:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,11.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,12:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,31.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,12:55:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,92.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,8:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,10.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,8:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,20.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,8:30:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,244,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,10/9/2017,8:40:00,USGS-01650800,Falling stage,Storm,,,US DH-81,Oxygen,Dissolved,8.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,10/9/2017,8:40:00,USGS-01650800,Falling stage,Storm,,,US DH-81,Oxygen,Dissolved,96,% saturatn
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,10/9/2017,8:40:00,USGS-01650800,Falling stage,Storm,,,US DH-81,Carbon,Suspended,20.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,10/9/2017,8:40:00,USGS-01650800,Falling stage,Storm,,,US DH-81,Chloride,Dissolved,23.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/1/2017,9:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,12.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/1/2017,9:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.16,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,2/1/2017,9:25:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,213,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,7/28/2017,11:20:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,7.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,7/28/2017,11:20:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,72.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,7/28/2017,11:20:00,USGS-01650800,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,10.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/1/2017,8:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,8.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/1/2017,8:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,97,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/1/2017,8:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.19,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,8/1/2017,8:50:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,126,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2017,10:10:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,8.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2017,10:10:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,92,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2017,10:10:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.36,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,5/2/2017,10:10:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,181,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/1/2017,10:20:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,8.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/1/2017,10:20:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,92,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/1/2017,10:20:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Carbon,Suspended,0.39,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,6/1/2017,10:20:00,USGS-01650800,"Stable, normal stage",Routine sample,,,US DH-81,Chloride,Dissolved,89,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,13:20:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,10,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,13:20:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,47.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,4/6/2017,13:20:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,37.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/23/2017,16:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,12.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/23/2017,16:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,9.79,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/23/2017,16:20:00,USGS-01649190,Peak stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,76.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,20:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,9.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,20:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,6.87,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/29/2017,20:30:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,61.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,10:15:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,11,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,10:15:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,8.61,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,3/31/2017,10:15:00,USGS-01649190,Rising stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,121,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,19:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Oxygen,Dissolved,7.8,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,19:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Carbon,Suspended,14.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,9/5/2017,19:45:00,USGS-01650800,Falling stage,Storm,,,"Sampler, point, automatic",Chloride,Dissolved,33.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,1/10/2017,11:45:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81,Oxygen,Dissolved,14.6,mg/l
